Age,Attrition Status,Business Travel Frequency,Department,Distance From Home (km),Education Level,Education Field,Environment Satisfaction,Gender,Job Involvement,Job Level,Job Role,Job Satisfaction,Marital Status,Monthly Income ($),Count Previous Companies,Works Overtime,Salary Hike (%),Relationship Satisfaction,Stock Option Level,Total Working Years,Training Times Last Year,Work-Life Balance,Years at Company,Years in Current Role,Years Since Last Promotion,Years with Current Manager,Age Group,Income Group,Distance Group,Companies Worked Group,Salary Hike Category,Experience Group,Training Frequency,Company Tenure Group,Role Tenure Group,Promotion Recency Group,Years With Current Manager Group
33,No,Rarely Travels,Human Resources,3,Associate,Human Resources,Very High,Male,High,Entry Level,Human Resources,Medium,Divorced,2277,3,Yes,11,High,Level 1,7,4,Best,4,3,0,3,26–35,Low (1k-5k),0-5,2–3,Low (11–15%),6–10,High (4–6),3–5 yrs,3–5 yrs,Recent (<1yr),3–5 yrs
32,Yes,Rarely Travels,Research & Development,25,Masters,Life Sciences,Low,Male,High,Entry Level,Laboratory Technician,Very High,Single,2795,1,Yes,24,High,No Stock,1,2,Bad,1,0,0,1,26–35,Low (1k-5k),21-30,0–1,High (21–25%),0–5,Medium (2–3),<3 yrs,<3 yrs,Recent (<1yr),<3 yrs
29,No,Rarely Travels,Research & Development,7,High School,Medical,Low,Female,Medium,Entry Level,Laboratory Technician,Very High,Divorced,2532,6,No,14,High,Level 3,8,5,Good,4,3,0,3,26–35,Low (1k-5k),6-10,6+,Low (11–15%),6–10,High (4–6),3–5 yrs,3–5 yrs,Recent (<1yr),3–5 yrs
44,No,Rarely Travels,Research & Development,9,Associate,Life Sciences,Medium,Male,High,Entry Level,Research Scientist,Low,Married,2559,1,Yes,13,Very High,No Stock,8,0,Good,8,7,7,1,36–45,Low (1k-5k),6-10,0–1,Low (11–15%),6–10,Low (0–1),6–10 yrs,6–10 yrs,6–10 yrs,<3 yrs
28,No,Rarely Travels,Sales,5,Masters,Medical,Low,Male,High,Mid Level,Sales Executive,Very High,Single,4908,1,No,14,Medium,No Stock,4,3,Good,4,2,0,2,26–35,Low (1k-5k),0-5,0–1,Low (11–15%),0–5,Medium (2–3),3–5 yrs,<3 yrs,Recent (<1yr),<3 yrs
58,Yes,Frequently Travels,Research & Development,2,High School,Life Sciences,Very High,Male,Medium,Entry Level,Laboratory Technician,Very High,Divorced,2380,9,Yes,14,Very High,Level 1,3,3,Fair,1,0,0,0,56-60,Low (1k-5k),0-5,6+,Low (11–15%),0–5,Medium (2–3),<3 yrs,<3 yrs,Recent (<1yr),<3 yrs
43,No,Rarely Travels,Research & Development,8,Bachelors,Life Sciences,Low,Female,High,Mid Level,Manufacturing Director,Medium,Divorced,4765,4,No,21,High,Level 1,4,2,Best,1,0,0,0,36–45,Low (1k-5k),6-10,4–5,High (21–25%),0–5,Medium (2–3),<3 yrs,<3 yrs,Recent (<1yr),<3 yrs
20,Yes,Rarely Travels,Sales,2,Bachelors,Medical,High,Female,Medium,Entry Level,Sales Representative,High,Single,2044,1,No,13,Very High,No Stock,2,3,Fair,2,2,0,2,18–25,Low (1k-5k),0-5,0–1,Low (11–15%),0–5,Medium (2–3),<3 yrs,<3 yrs,Recent (<1yr),<3 yrs
21,Yes,Rarely Travels,Research & Development,18,High School,Other,Very High,Female,High,Entry Level,Research Scientist,Very High,Single,2693,1,No,19,Low,No Stock,1,3,Fair,1,0,0,0,18–25,Low (1k-5k),11-20,0–1,Medium (16–20%),0–5,Medium (2–3),<3 yrs,<3 yrs,Recent (<1yr),<3 yrs
36,No,Rarely Travels,Research & Development,14,High School,Life Sciences,High,Male,High,Mid Level,Healthcare Representative,Very High,Married,6586,0,Yes,17,Low,Level 1,17,2,Fair,16,8,4,11,36–45,Medium (5k-10k),11-20,0–1,Medium (16–20%),11–20,Medium (2–3),11–20 yrs,6–10 yrs,4–5 yrs,11–15 yrs
47,No,Rarely Travels,Sales,2,Masters,Life Sciences,Very High,Female,Medium,Entry Level,Sales Representative,Very High,Single,3294,1,Yes,18,Low,No Stock,3,3,Fair,3,2,1,2,46–55,Low (1k-5k),0-5,0–1,Medium (16–20%),0–5,Medium (2–3),3–5 yrs,<3 yrs,Recent (<1yr),<3 yrs
22,Yes,Rarely Travels,Research & Development,3,High School,Life Sciences,Medium,Female,High,Mid Level,Manufacturing Director,High,Married,4171,0,Yes,19,Low,Level 1,4,3,Best,3,2,0,2,18–25,Low (1k-5k),0-5,0–1,Medium (16–20%),0–5,Medium (2–3),3–5 yrs,<3 yrs,Recent (<1yr),<3 yrs
41,Yes,Rarely Travels,Research & Development,2,Masters,Life Sciences,Medium,Female,Low,Entry Level,Laboratory Technician,Very High,Divorced,2778,4,Yes,13,High,Level 1,10,1,Fair,7,7,1,0,36–45,Low (1k-5k),0-5,4–5,Low (11–15%),6–10,Low (0–1),6–10 yrs,6–10 yrs,Recent (<1yr),<3 yrs
28,No,Rarely Travels,Research & Development,9,Bachelors,Medical,High,Female,High,Entry Level,Research Scientist,High,Divorced,2377,5,No,18,Medium,Level 1,6,2,Good,2,2,2,2,26–35,Low (1k-5k),6-10,4–5,Medium (16–20%),6–10,Medium (2–3),<3 yrs,<3 yrs,1–3 yrs,<3 yrs
39,Yes,Rarely Travels,Research & Development,6,Bachelors,Medical,Very High,Male,High,Entry Level,Laboratory Technician,Low,Married,2404,7,Yes,21,Very High,No Stock,8,2,Bad,2,2,2,2,36–45,Low (1k-5k),6-10,6+,High (21–25%),6–10,Medium (2–3),<3 yrs,<3 yrs,1–3 yrs,<3 yrs
27,No,Rarely Travels,Research & Development,4,Bachelors,Life Sciences,Medium,Female,High,Entry Level,Research Scientist,High,Single,2318,1,No,19,High,No Stock,1,2,Good,1,1,0,0,26–35,Low (1k-5k),0-5,0–1,Medium (16–20%),0–5,Medium (2–3),<3 yrs,<3 yrs,Recent (<1yr),<3 yrs
34,No,Rarely Travels,Research & Development,10,Bachelors,Life Sciences,Medium,Male,High,Entry Level,Laboratory Technician,Medium,Divorced,2008,1,No,14,Medium,Level 2,1,3,Good,1,0,1,0,26–35,Low (1k-5k),6-10,0–1,Low (11–15%),0–5,Medium (2–3),<3 yrs,<3 yrs,Recent (<1yr),<3 yrs
42,No,Rarely Travels,Sales,14,Associate,Medical,High,Female,Medium,Mid Level,Sales Executive,High,Single,6244,7,No,17,Low,No Stock,10,6,Good,5,4,0,3,36–45,Medium (5k-10k),11-20,6+,Medium (16–20%),6–10,High (4–6),3–5 yrs,3–5 yrs,Recent (<1yr),3–5 yrs
33,No,Rarely Travels,Research & Development,1,Masters,Other,High,Male,Medium,Entry Level,Research Scientist,Low,Single,2799,3,Yes,11,Medium,No Stock,6,1,Good,3,2,0,2,26–35,Low (1k-5k),0-5,2–3,Low (11–15%),6–10,Low (0–1),3–5 yrs,<3 yrs,Recent (<1yr),<3 yrs
58,No,Rarely Travels,Research & Development,5,Bachelors,Technical Degree,High,Female,Medium,Senior Level,Healthcare Representative,Medium,Divorced,10552,2,Yes,13,Very High,Level 1,24,3,Good,6,0,0,4,56-60,High (10k-15k),0-5,2–3,Low (11–15%),21–30,Medium (2–3),6–10 yrs,<3 yrs,Recent (<1yr),3–5 yrs
31,No,Rarely Travels,Sales,7,Masters,Life Sciences,Medium,Male,Medium,Entry Level,Sales Representative,High,Married,2329,3,No,15,Medium,No Stock,13,2,Best,7,7,5,2,26–35,Low (1k-5k),6-10,2–3,Low (11–15%),11–20,Medium (2–3),6–10 yrs,6–10 yrs,4–5 yrs,<3 yrs
35,No,Rarely Travels,Research & Development,21,High School,Life Sciences,Very High,Female,High,Mid Level,Healthcare Representative,Very High,Married,4014,1,Yes,25,Very High,Level 1,10,2,Bad,10,6,0,7,26–35,Low (1k-5k),21-30,0–1,High (21–25%),6–10,Medium (2–3),6–10 yrs,6–10 yrs,Recent (<1yr),6–10 yrs
49,No,Rarely Travels,Research & Development,8,Associate,Other,Low,Female,High,Senior Level,Laboratory Technician,Medium,Married,7403,4,No,11,High,Level 1,29,3,Fair,26,9,1,7,46–55,Medium (5k-10k),6-10,4–5,Low (11–15%),21–30,Medium (2–3),21+ yrs,6–10 yrs,Recent (<1yr),6–10 yrs
48,No,Rarely Travels,Research & Development,20,Masters,Medical,Very High,Male,High,Entry Level,Research Scientist,High,Married,2259,4,No,17,Low,Level 2,13,2,Fair,0,0,0,0,46–55,Low (1k-5k),11-20,4–5,Medium (16–20%),11–20,Medium (2–3),<3 yrs,<3 yrs,Recent (<1yr),<3 yrs
31,No,Never Travels,Sales,20,Associate,Marketing,Very High,Female,High,Mid Level,Sales Executive,High,Married,6932,1,No,13,Very High,Level 1,9,2,Fair,9,8,0,0,26–35,Medium (5k-10k),11-20,0–1,Low (11–15%),6–10,Medium (2–3),6–10 yrs,6–10 yrs,Recent (<1yr),<3 yrs
36,No,Rarely Travels,Research & Development,7,Masters,Other,Medium,Male,High,Entry Level,Research Scientist,Very High,Single,4678,2,No,18,High,No Stock,8,6,Good,6,2,0,1,36–45,Low (1k-5k),6-10,2–3,Medium (16–20%),6–10,High (4–6),6–10 yrs,<3 yrs,Recent (<1yr),<3 yrs
38,No,Rarely Travels,Research & Development,1,Bachelors,Technical Degree,Very High,Female,High,Senior Level,Research Director,Low,Married,13582,1,No,13,Medium,Level 1,15,3,Good,15,12,5,11,36–45,High (10k-15k),0-5,0–1,Low (11–15%),11–20,Medium (2–3),11–20 yrs,11–15 yrs,4–5 yrs,11–15 yrs
32,No,Never Travels,Research & Development,1,Bachelors,Life Sciences,High,Female,Medium,Entry Level,Laboratory Technician,Medium,Married,2332,6,No,20,High,No Stock,5,3,Good,3,0,0,2,26–35,Low (1k-5k),0-5,6+,Medium (16–20%),0–5,Medium (2–3),3–5 yrs,<3 yrs,Recent (<1yr),<3 yrs
25,Yes,Rarely Travels,Sales,19,Associate,Marketing,High,Male,Medium,Entry Level,Sales Representative,Medium,Married,2413,1,Yes,18,High,Level 3,1,2,Good,1,0,0,0,18–25,Low (1k-5k),11-20,0–1,Medium (16–20%),0–5,Medium (2–3),<3 yrs,<3 yrs,Recent (<1yr),<3 yrs
40,No,Rarely Travels,Sales,10,Masters,Marketing,Low,Male,Medium,Senior Level,Sales Executive,Medium,Divorced,9705,2,No,12,Medium,Level 1,11,2,Fair,1,0,0,0,36–45,Medium (5k-10k),6-10,2–3,Low (11–15%),11–20,Medium (2–3),<3 yrs,<3 yrs,Recent (<1yr),<3 yrs
26,No,Frequently Travels,Sales,1,Bachelors,Medical,High,Male,Medium,Mid Level,Sales Executive,Low,Single,4294,1,No,12,Medium,No Stock,7,2,Good,7,7,0,7,26–35,Low (1k-5k),0-5,0–1,Low (11–15%),6–10,Medium (2–3),6–10 yrs,6–10 yrs,Recent (<1yr),6–10 yrs
41,No,Rarely Travels,Research & Development,6,Bachelors,Medical,Very High,Male,High,Entry Level,Laboratory Technician,Low,Single,4721,2,Yes,13,High,No Stock,20,3,Good,18,13,2,17,36–45,Low (1k-5k),6-10,2–3,Low (11–15%),11–20,Medium (2–3),11–20 yrs,11–15 yrs,1–3 yrs,16–18 yrs
36,No,Rarely Travels,Research & Development,2,Masters,Medical,High,Male,High,Entry Level,Laboratory Technician,High,Single,2519,4,No,21,High,No Stock,16,6,Good,11,8,3,9,36–45,Low (1k-5k),0-5,4–5,High (21–25%),11–20,High (4–6),11–20 yrs,6–10 yrs,1–3 yrs,6–10 yrs
19,Yes,Rarely Travels,Sales,21,Bachelors,Other,Very High,Male,Medium,Entry Level,Sales Representative,Medium,Single,2121,1,Yes,13,Medium,No Stock,1,3,Best,1,0,0,0,18–25,Low (1k-5k),21-30,0–1,Low (11–15%),0–5,Medium (2–3),<3 yrs,<3 yrs,Recent (<1yr),<3 yrs
20,Yes,Rarely Travels,Research & Development,4,Bachelors,Technical Degree,Low,Male,High,Entry Level,Laboratory Technician,Low,Single,2973,1,No,19,Medium,No Stock,1,2,Good,1,0,0,0,18–25,Low (1k-5k),0-5,0–1,Medium (16–20%),0–5,Medium (2–3),<3 yrs,<3 yrs,Recent (<1yr),<3 yrs
31,No,Rarely Travels,Research & Development,12,Bachelors,Medical,Very High,Female,High,Mid Level,Healthcare Representative,Very High,Married,5855,0,Yes,11,High,Level 2,10,2,Bad,9,7,8,5,26–35,Medium (5k-10k),11-20,0–1,Low (11–15%),6–10,Medium (2–3),6–10 yrs,6–10 yrs,6–10 yrs,3–5 yrs
40,No,Frequently Travels,Research & Development,9,Masters,Medical,Very High,Male,High,Entry Level,Research Scientist,Medium,Divorced,3617,8,Yes,14,Very High,Level 1,3,2,Good,1,1,0,0,36–45,Low (1k-5k),6-10,6+,Low (11–15%),0–5,Medium (2–3),<3 yrs,<3 yrs,Recent (<1yr),<3 yrs
32,No,Rarely Travels,Research & Development,3,Masters,Medical,High,Female,High,Mid Level,Manufacturing Director,Low,Married,6725,1,No,12,High,Level 1,8,2,Best,8,7,6,3,26–35,Medium (5k-10k),0-5,0–1,Low (11–15%),6–10,Medium (2–3),6–10 yrs,6–10 yrs,6–10 yrs,3–5 yrs
36,Yes,Rarely Travels,Sales,3,High School,Life Sciences,High,Male,Medium,Senior Level,Sales Executive,Very High,Married,10325,1,Yes,11,Low,Level 1,16,6,Good,16,7,3,7,36–45,High (10k-15k),0-5,0–1,Low (11–15%),11–20,High (4–6),11–20 yrs,6–10 yrs,1–3 yrs,6–10 yrs
33,No,Rarely Travels,Research & Development,1,Bachelors,Life Sciences,Medium,Female,Medium,Mid Level,Healthcare Representative,Very High,Single,6949,0,No,14,Low,No Stock,6,3,Good,5,0,1,4,26–35,Medium (5k-10k),0-5,0–1,Low (11–15%),6–10,Medium (2–3),3–5 yrs,<3 yrs,Recent (<1yr),3–5 yrs
37,Yes,Rarely Travels,Sales,1,Masters,Life Sciences,Low,Male,Medium,Senior Level,Sales Executive,High,Married,10609,5,No,11,High,No Stock,17,2,Bad,14,1,11,7,36–45,High (10k-15k),0-5,4–5,Low (11–15%),11–20,Medium (2–3),11–20 yrs,<3 yrs,11–15 yrs,6–10 yrs
45,No,Never Travels,Research & Development,4,Associate,Life Sciences,High,Male,High,Mid Level,Laboratory Technician,Medium,Married,4447,1,No,12,Medium,No Stock,9,5,Fair,9,7,0,8,36–45,Low (1k-5k),0-5,0–1,Low (11–15%),6–10,High (4–6),6–10 yrs,6–10 yrs,Recent (<1yr),6–10 yrs
29,No,Frequently Travels,Sales,20,Bachelors,Technical Degree,High,Female,High,Entry Level,Sales Representative,Very High,Married,2157,1,No,15,Medium,Level 1,3,5,Good,3,1,0,2,26–35,Low (1k-5k),11-20,0–1,Low (11–15%),0–5,High (4–6),3–5 yrs,<3 yrs,Recent (<1yr),<3 yrs
35,No,Rarely Travels,Sales,18,Bachelors,Medical,High,Female,High,Mid Level,Sales Executive,High,Married,4601,1,No,16,Medium,No Stock,5,3,Good,5,2,1,0,26–35,Low (1k-5k),11-20,0–1,Medium (16–20%),0–5,Medium (2–3),3–5 yrs,<3 yrs,Recent (<1yr),<3 yrs
52,No,Rarely Travels,Research & Development,1,Associate,Life Sciences,Very High,Male,High,Manager,Manager,Very High,Married,17099,2,No,15,Medium,Level 1,26,2,Fair,9,8,7,8,46–55,Very High (15k-20K),0-5,2–3,Low (11–15%),21–30,Medium (2–3),6–10 yrs,6–10 yrs,6–10 yrs,6–10 yrs
58,Yes,Rarely Travels,Research & Development,2,Bachelors,Technical Degree,Very High,Male,High,Entry Level,Research Scientist,High,Single,2479,4,No,24,Low,No Stock,7,4,Good,1,0,0,0,56-60,Low (1k-5k),0-5,4–5,High (21–25%),6–10,High (4–6),<3 yrs,<3 yrs,Recent (<1yr),<3 yrs
53,No,Rarely Travels,Sales,2,Associate,Medical,High,Male,High,Manager,Manager,High,Divorced,14852,6,No,13,High,Level 1,22,3,Best,17,13,15,2,46–55,High (10k-15k),0-5,6+,Low (11–15%),21–30,Medium (2–3),11–20 yrs,11–15 yrs,11–15 yrs,<3 yrs
30,No,Rarely Travels,Sales,8,Associate,Other,High,Male,High,Senior Level,Sales Executive,High,Divorced,7264,5,No,11,Low,Level 1,10,2,Best,8,4,7,7,26–35,Medium (5k-10k),6-10,4–5,Low (11–15%),6–10,Medium (2–3),6–10 yrs,3–5 yrs,6–10 yrs,6–10 yrs
38,No,Never Travels,Sales,10,Bachelors,Technical Degree,High,Female,High,Mid Level,Sales Executive,Very High,Single,5666,1,Yes,13,Medium,No Stock,6,1,Good,5,3,1,3,36–45,Medium (5k-10k),6-10,0–1,Low (11–15%),6–10,Low (0–1),3–5 yrs,3–5 yrs,Recent (<1yr),3–5 yrs
35,No,Rarely Travels,Sales,3,Masters,Life Sciences,Very High,Male,High,Senior Level,Sales Executive,Very High,Divorced,7823,6,No,13,Medium,Level 1,12,2,Good,10,9,0,8,26–35,Medium (5k-10k),0-5,6+,Low (11–15%),11–20,Medium (2–3),6–10 yrs,6–10 yrs,Recent (<1yr),6–10 yrs
39,No,Rarely Travels,Sales,2,Doctorate,Life Sciences,Low,Male,Very High,Senior Level,Sales Executive,High,Single,7880,0,No,18,Very High,No Stock,9,3,Good,8,7,0,7,36–45,Medium (5k-10k),0-5,0–1,Medium (16–20%),6–10,Medium (2–3),6–10 yrs,6–10 yrs,Recent (<1yr),6–10 yrs
40,Yes,Never Travels,Sales,24,Bachelors,Life Sciences,Medium,Female,Very High,Manager,Sales Executive,Medium,Single,13194,4,Yes,16,Very High,No Stock,22,2,Fair,1,0,0,0,36–45,High (10k-15k),21-30,4–5,Medium (16–20%),21–30,Medium (2–3),<3 yrs,<3 yrs,Recent (<1yr),<3 yrs
47,No,Frequently Travels,Research & Development,16,Masters,Medical,High,Male,Very High,Mid Level,Manufacturing Director,High,Divorced,5067,1,Yes,19,High,No Stock,20,3,Best,19,10,2,7,46–55,Medium (5k-10k),11-20,0–1,Medium (16–20%),11–20,Medium (2–3),11–20 yrs,6–10 yrs,1–3 yrs,6–10 yrs
36,No,Never Travels,Sales,8,Masters,Technical Degree,Low,Male,High,Mid Level,Sales Executive,Very High,Divorced,5079,4,No,13,Very High,Level 2,12,3,Good,7,7,0,7,36–45,Medium (5k-10k),6-10,4–5,Low (11–15%),11–20,Medium (2–3),6–10 yrs,6–10 yrs,Recent (<1yr),6–10 yrs
31,Yes,Never Travels,Research & Development,9,Associate,Medical,High,Male,Medium,Entry Level,Research Scientist,Low,Single,2321,0,Yes,22,Low,No Stock,4,0,Good,3,2,1,2,26–35,Low (1k-5k),6-10,0–1,High (21–25%),0–5,Low (0–1),3–5 yrs,<3 yrs,Recent (<1yr),<3 yrs
33,No,Never Travels,Sales,17,Bachelors,Life Sciences,Very High,Male,High,Manager,Manager,High,Single,17444,1,No,11,Very High,No Stock,10,2,Good,10,8,6,0,26–35,Very High (15k-20K),11-20,0–1,Low (11–15%),6–10,Medium (2–3),6–10 yrs,6–10 yrs,6–10 yrs,<3 yrs
29,Yes,Rarely Travels,Research & Development,10,Bachelors,Life Sciences,Very High,Female,Medium,Entry Level,Research Scientist,Low,Single,2404,6,Yes,20,High,No Stock,3,5,Good,0,0,0,0,26–35,Low (1k-5k),6-10,6+,Medium (16–20%),0–5,High (4–6),<3 yrs,<3 yrs,Recent (<1yr),<3 yrs
33,No,Rarely Travels,Research & Development,13,High School,Life Sciences,Medium,Female,High,Entry Level,Research Scientist,Very High,Single,3452,3,No,18,Low,No Stock,5,4,Good,3,2,0,2,26–35,Low (1k-5k),11-20,2–3,Medium (16–20%),0–5,High (4–6),3–5 yrs,<3 yrs,Recent (<1yr),<3 yrs
45,No,Rarely Travels,Research & Development,1,Masters,Medical,Very High,Female,High,Entry Level,Laboratory Technician,Very High,Divorced,2270,3,No,14,Very High,Level 2,8,2,Good,5,3,0,2,36–45,Low (1k-5k),0-5,2–3,Low (11–15%),6–10,Medium (2–3),3–5 yrs,3–5 yrs,Recent (<1yr),<3 yrs
50,No,Rarely Travels,Research & Development,1,Associate,Medical,Very High,Male,High,Manager,Research Director,Very High,Divorced,17399,9,No,22,High,Level 1,32,1,Fair,5,4,1,3,46–55,Very High (15k-20K),0-5,6+,High (21–25%),31–40,Low (0–1),3–5 yrs,3–5 yrs,Recent (<1yr),3–5 yrs
33,No,Frequently Travels,Research & Development,1,Masters,Other,High,Female,Very High,Mid Level,Healthcare Representative,Medium,Married,5488,1,Yes,13,Low,Level 1,6,2,Good,6,5,1,2,26–35,Medium (5k-10k),0-5,0–1,Low (11–15%),6–10,Medium (2–3),6–10 yrs,3–5 yrs,Recent (<1yr),<3 yrs
41,No,Frequently Travels,Research & Development,9,Bachelors,Medical,Low,Male,High,Executive,Research Director,High,Divorced,19419,2,No,17,Medium,Level 1,21,2,Best,18,16,0,11,36–45,Very High (15k-20K),6-10,2–3,Medium (16–20%),21–30,Medium (2–3),11–20 yrs,16–18 yrs,Recent (<1yr),11–15 yrs
27,No,Rarely Travels,Research & Development,16,Masters,Technical Degree,High,Female,High,Entry Level,Laboratory Technician,Medium,Married,2811,9,No,14,Medium,Level 1,4,2,Good,2,2,2,2,26–35,Low (1k-5k),11-20,6+,Low (11–15%),0–5,Medium (2–3),<3 yrs,<3 yrs,1–3 yrs,<3 yrs
45,No,Never Travels,Research & Development,23,Associate,Life Sciences,Very High,Male,High,Mid Level,Laboratory Technician,Low,Married,3633,1,Yes,15,High,Level 1,9,2,Good,9,8,0,8,36–45,Low (1k-5k),21-30,0–1,Low (11–15%),6–10,Medium (2–3),6–10 yrs,6–10 yrs,Recent (<1yr),6–10 yrs
47,No,Rarely Travels,Sales,4,Associate,Life Sciences,Very High,Female,High,Mid Level,Sales Executive,Very High,Single,4163,1,Yes,17,High,No Stock,9,0,Good,9,0,0,7,46–55,Low (1k-5k),0-5,0–1,Medium (16–20%),6–10,Low (0–1),6–10 yrs,<3 yrs,Recent (<1yr),6–10 yrs
30,Yes,Rarely Travels,Research & Development,22,Bachelors,Life Sciences,Low,Female,High,Entry Level,Research Scientist,High,Married,2132,4,Yes,11,Medium,No Stock,7,2,Good,5,2,0,1,26–35,Low (1k-5k),21-30,4–5,Low (11–15%),6–10,Medium (2–3),3–5 yrs,<3 yrs,Recent (<1yr),<3 yrs
50,No,Rarely Travels,Research & Development,24,Bachelors,Life Sciences,Very High,Male,High,Manager,Manufacturing Director,High,Married,13973,3,Yes,18,Very High,Level 1,22,2,Good,12,11,1,5,46–55,High (10k-15k),21-30,2–3,Medium (16–20%),21–30,Medium (2–3),11–20 yrs,11–15 yrs,Recent (<1yr),3–5 yrs
38,No,Frequently Travels,Research & Development,10,High School,Medical,High,Male,High,Entry Level,Research Scientist,High,Married,2684,0,No,17,Medium,Level 1,3,0,Fair,2,1,0,2,36–45,Low (1k-5k),6-10,0–1,Medium (16–20%),0–5,Low (0–1),<3 yrs,<3 yrs,Recent (<1yr),<3 yrs
46,No,Rarely Travels,Research & Development,7,Associate,Medical,Very High,Male,High,Senior Level,Manufacturing Director,High,Divorced,10845,6,No,13,Medium,Level 1,13,3,Good,8,7,0,7,46–55,High (10k-15k),6-10,6+,Low (11–15%),11–20,Medium (2–3),6–10 yrs,6–10 yrs,Recent (<1yr),6–10 yrs
24,No,Rarely Travels,Research & Development,17,High School,Medical,Very High,Female,Medium,Mid Level,Manufacturing Director,High,Divorced,4377,1,No,15,Medium,Level 2,5,6,Good,4,2,3,2,18–25,Low (1k-5k),11-20,0–1,Low (11–15%),0–5,High (4–6),3–5 yrs,<3 yrs,1–3 yrs,<3 yrs
35,Yes,Rarely Travels,Research & Development,14,Masters,Other,High,Male,Medium,Entry Level,Laboratory Technician,Medium,Divorced,3743,1,Yes,24,Very High,Level 1,5,2,Bad,4,2,0,2,26–35,Low (1k-5k),11-20,0–1,High (21–25%),0–5,Medium (2–3),3–5 yrs,<3 yrs,Recent (<1yr),<3 yrs
31,No,Frequently Travels,Research & Development,1,High School,Life Sciences,High,Female,High,Mid Level,Manufacturing Director,Low,Married,4148,1,No,12,High,Level 1,4,1,Good,4,3,0,3,26–35,Low (1k-5k),0-5,0–1,Low (11–15%),0–5,Low (0–1),3–5 yrs,3–5 yrs,Recent (<1yr),3–5 yrs
18,No,Never Travels,Research & Development,5,Associate,Life Sciences,Medium,Male,High,Entry Level,Research Scientist,Very High,Single,1051,1,No,15,Very High,No Stock,0,2,Good,0,0,0,0,18–25,Low (1k-5k),0-5,0–1,Low (11–15%),0–5,Medium (2–3),<3 yrs,<3 yrs,Recent (<1yr),<3 yrs
54,No,Rarely Travels,Research & Development,17,Bachelors,Technical Degree,High,Female,High,Senior Level,Manufacturing Director,High,Married,10739,8,No,11,High,Level 1,22,2,Good,10,7,0,8,46–55,High (10k-15k),11-20,6+,Low (11–15%),21–30,Medium (2–3),6–10 yrs,6–10 yrs,Recent (<1yr),6–10 yrs
35,No,Rarely Travels,Research & Development,25,Masters,Medical,High,Female,High,Senior Level,Healthcare Representative,High,Divorced,10388,1,Yes,11,High,Level 1,16,3,Fair,16,10,10,1,26–35,High (10k-15k),21-30,0–1,Low (11–15%),11–20,Medium (2–3),11–20 yrs,6–10 yrs,6–10 yrs,<3 yrs
30,No,Rarely Travels,Research & Development,8,Associate,Life Sciences,Medium,Female,Very High,Senior Level,Research Director,Low,Married,11416,0,Yes,12,High,Level 3,9,4,Fair,8,7,1,7,26–35,High (10k-15k),6-10,0–1,Low (11–15%),6–10,High (4–6),6–10 yrs,6–10 yrs,Recent (<1yr),6–10 yrs
20,Yes,Rarely Travels,Research & Development,11,Bachelors,Medical,Very High,Female,Medium,Entry Level,Research Scientist,Low,Single,2600,1,Yes,15,Low,No Stock,1,2,Good,1,0,0,0,18–25,Low (1k-5k),11-20,0–1,Low (11–15%),0–5,Medium (2–3),<3 yrs,<3 yrs,Recent (<1yr),<3 yrs
30,Yes,Frequently Travels,Research & Development,5,Bachelors,Medical,Medium,Female,High,Entry Level,Laboratory Technician,Medium,Single,2422,0,No,17,Low,No Stock,4,3,Good,3,2,1,2,26–35,Low (1k-5k),0-5,0–1,Medium (16–20%),0–5,Medium (2–3),3–5 yrs,<3 yrs,Recent (<1yr),<3 yrs
26,No,Rarely Travels,Research & Development,2,Associate,Medical,Very High,Male,Very High,Mid Level,Manufacturing Director,Very High,Married,5472,1,No,12,Medium,No Stock,8,2,Good,8,7,1,3,26–35,Medium (5k-10k),0-5,0–1,Low (11–15%),6–10,Medium (2–3),6–10 yrs,6–10 yrs,Recent (<1yr),3–5 yrs
22,No,Rarely Travels,Research & Development,8,High School,Life Sciences,Medium,Male,Low,Entry Level,Laboratory Technician,Low,Married,2451,1,No,15,Low,Level 1,4,3,Fair,4,3,1,1,18–25,Low (1k-5k),6-10,0–1,Low (11–15%),0–5,Medium (2–3),3–5 yrs,3–5 yrs,Recent (<1yr),<3 yrs
48,No,Rarely Travels,Research & Development,6,Bachelors,Life Sciences,Low,Male,Medium,Mid Level,Healthcare Representative,High,Single,4240,2,No,13,Very High,No Stock,19,0,Good,2,2,2,2,46–55,Low (1k-5k),6-10,2–3,Low (11–15%),11–20,Low (0–1),<3 yrs,<3 yrs,1–3 yrs,<3 yrs
48,No,Rarely Travels,Research & Development,4,Masters,Life Sciences,High,Male,Medium,Senior Level,Healthcare Representative,High,Single,10999,7,No,14,Medium,No Stock,27,3,Good,15,11,4,8,46–55,High (10k-15k),0-5,6+,Low (11–15%),21–30,Medium (2–3),11–20 yrs,11–15 yrs,4–5 yrs,6–10 yrs
41,No,Rarely Travels,Research & Development,7,Associate,Medical,Very High,Female,High,Mid Level,Manufacturing Director,High,Single,5003,6,No,14,Medium,No Stock,8,6,Good,2,2,2,1,36–45,Medium (5k-10k),6-10,6+,Low (11–15%),6–10,High (4–6),<3 yrs,<3 yrs,1–3 yrs,<3 yrs
